Ftests;d1Ftests;d2Ftests;FFtests;pvaluesFtests;ttests;dfttest;Tttest;pvaluesttests;pvalueSymbol;pvalueplain;effectsize;Mturk;LabStudy;FieldStudy;NoStudy;NoExperiment;Journal;Year;Issue;Article
[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];JMR;15;2;JMR1502\43832358.pdf.txt
[];[];[];[];[];[];[];[];[];[];[];[];[];[];['field experiment'];[];[];JMR;15;3;JMR1503\43832359.pdf.txt
[];[];[];[];[];[];[];[];[];[' p =.287', ' p = .05', ' p < .01', ' p < .01', ' p < .05'];['.287', '.05', '.01', '.01', '.05'];['d=', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd ='];[];[];['field study', 'field study'];[];[];JMR;15;3;JMR1503\43832360.pdf.txt
['f(1, 150)= 1.25,p >.20', 'f(1, 151) = 5.67,p = .01', 'f(1, 151) = 107.19,p < .001', 'f(1, 151) = 2.55, p > .10', 'f(1, 150) = 5.50, p < .05', 'f(1, 150) = 5.67,p < .05', 'f(1, 150) = .77,p > .30', 'f(1, 150) = 4.42, p < .05', 'f(1, 260) = 7.08, p < .01', 'f(2, 260) = 2.07, p > .10', 'f(2, 260) = 5.23, p < .01', 'f(1, 260) = .65, p > .40', 'f(1, 260) = .01, p = .90', 'f(1, 260) = 10.53, p < .01', 'f(1, 260) = 9.77,p < .01', 'f(1, 260) = .00, p = .99', 'f(1, 208) = 55.24,p < .001', 'f(1, 208) = 1.61,p > .20', 'f(1, 208) = .22, p > .60', 'f(1, 208) = 5.46,p < .05', 'f(1, 208) = .28,p > .50', 'f(1, 208) = 5.87,p < .05', 'f(1, 208) = 10.66, p < .01', 'f(1, 208) = 1.08,p > .25', 'f(1, 208) = 16.15,p < .01', 'f(1, 208) = .51, p > .40', 'f(1, 208) = 14.11,p < .01', 'f(1, 208) = 11.16,p < .01', 'f(1, 208) = 6.39, p < .05', 'f(1, 208) = 4.59,p < .05', 'f(1, 208) = .38,p > .50', 'f(1, 208) = 8.44,p < .01', 'f(1, 208) = 15.37,p < .01', 'f(1, 208) = 1.64,p > .20', 'f(1, 204) = 9.56,p < .005', 'f(1, 204) = 8.41,p < .005', 'f(1, 204) = 19.48,p < .001', 'f(1, 204) = .02,p = .90', 'f(1, 205) = 64.85, p < .001', 'f(1, 205) = 2.80,p > .10', 'f(1, 204) = 20.87,p < .001', 'f(1, 204) = 2.77,p = .10', 'f(1, 204) = 6.44, p < .05', 'f(1, 204) = 9.59,p < .005', 'f(1, 204) = .36,p = .55', 'f(1, 204) = 6.02,p < .05', 'f(1, 204) = 3.83,p < .10', 'f(1, 204) = 2.32,p > .10', 'f(1, 204) = 21.84,p < .001', 'f(1, 204) = 6.64,p < .05', 'f(1, 204) = .26,p > .60', 'f(1, 203) = 6.86,p < .01', 'f(1, 203) = .23,p > .60', 'f(1, 203) = 7.54,p < .01', 'f(1, 203) = 6.98,p < .01', 'f(1, 203) = 1.67,p = .20', 'f(1, 204) = 7.72,p < .01', 'f(1, 204) = 1.63,p > .20', 'f(1, 204) = 5.21, p < .05', 'f(1, 204) = 5.46,p < .05', 'f(1, 204) = 11.47,p < .001', 'f(1, 204) = .00, p > .90'];['1', '1', '1', '1', '1', '1', '1', '1', '1', '2', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1'];['150', '151', '151', '151', '150', '150', '150', '150', '260', '260', '260', '260', '260', '260', '260', '260', '208', '208', '208', '208', '208', '208', '208', '208', '208', '208', '208', '208', '208', '208', '208', '208', '208', '208', '204', '204', '204', '204', '205', '205', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '203', '203', '203', '203', '203', '204', '204', '204', '204', '204', '204'];['1.25', '5.67', '107.19', '2.55', '5.50', '5.67', '.77', '4.42', '7.08', '2.07', '5.23', '.65', '.01', '10.53', '9.77', '.00', '55.24', '1.61', '.22', '5.46', '.28', '5.87', '10.66', '1.08', '16.15', '.51', '14.11', '11.16', '6.39', '4.59', '.38', '8.44', '15.37', '1.64', '9.56', '8.41', '19.48', '.02', '64.85', '2.80', '20.87', '2.77', '6.44', '9.59', '.36', '6.02', '3.83', '2.32', '21.84', '6.64', '.26', '6.86', '.23', '7.54', '6.98', '1.67', '7.72', '1.63', '5.21', '5.46', '11.47', '.00'];['.20', '.01', '.001', '.10', '.05', '.05', '.30', '.05', '.01', '.10', '.01', '.40', '.90', '.01', '.01', '.99', '.001', '.20', '.60', '.05', '.50', '.05', '.01', '.25', '.01', '.40', '.01', '.01', '.05', '.05', '.50', '.01', '.01', '.20', '.005', '.005', '.001', '.90', '.001', '.10', '.001', '.10', '.05', '.005', '.55', '.05', '.10', '.10', '.001', '.05', '.60', '.01', '.60', '.01', '.01', '.20', '.01', '.20', '.05', '.05', '.001', '.90'];['t(150) = 2.97,p < .01', 't(207) = 3.64,p < .01', 't(207) = -2.51,p < .01', 't(207) = -2.08, p < .05', 't(203) = 4.31,p < .01'];['150', '207', '207', '207', '203'];['2.97', '3.64', '2.51', '2.08', '4.31'];['.01', '.01', '.01', '.05', '.01'];[' p =.309', ' p < .05', ' p > .10', ' p > .60', ' p < .05', ' p < .05', '(p < .05', ' p < .001', ' p < .01', ' p > .10', ' p < .01', ' p > .50', ' p > .40', ' p = .90', ' p < .01', ' p = .99', ' p > .40', ' p < .05', ' p < .05', ' p = .51', ' p > .60', ' p < .01', ' p > .40', ' p < .05', ' p < .05', ' p < .001', ' p < .05', ' p < .01', ' p < .05', ' p > .90'];['.309', '.05', '.10', '.60', '.05', '.05', '.05', '.001', '.01', '.10', '.01', '.50', '.40', '.90', '.01', '.99', '.40', '.05', '.05', '.51', '.60', '.01', '.40', '.05', '.05', '.001', '.05', '.01', '.05', '.90'];['d =', 'd =', 'd =', 'd ='];[];[];[];['study 3', 'study 4', 'study 1', 'study 1', 'study 2', 'study 1', 'study 2', 'study 2', 'study 2', 'study 1', 'study 2', 'study 3', 'study 4', 'study 2', 'study 3', 'study 3', 'study 1', 'study 3', 'study 3', 'study 3', 'study 4', 'study 4', 'study 4', 'study 3', 'study 3', 'study 3', 'study 3', 'study 4', 'study 3', 'study 4', 'study 3', 'study 2', 'study 3'];[];JMR;15;3;JMR1503\43832361.pdf.txt
[];[];[];[];[];[];[];[];[];[' p =.325', ' p i (6', '(p = 1', ' p = 1', ' p < .0001', '(p < .001', ' p < .40', ' p < .0001', ' p < .0015'];['.325', '.0001', '.001', '.40', '.0001', '.0015'];['d =', 'dp ='];[];[];[];[];[];JMR;15;3;JMR1503\43832362.pdf.txt
['f(2, 879) = 3.46, p = .03', 'f(1,450) = .00, p> .90', 'f(1,450) = .03, p > .80', 'f(1, 450) = .95, p> .30', 'f(1, 879) = 6.86,p = .01', 'f(1, 879) = 20.41,p < .01', 'f(1, 879) = 5.46,p = .02', 'f(2, 1772) = 28.53,p < .01', 'f(1, 1772) = 54.78,p < .001', 'f(1, 1172) = 52.17,p < .001', 'f(1, 1172) = 204.66,p < .001', 'f(1, 1172) = 14.73, p = .01', 'f(1, 52) = .98,p > .30', 'f(1, 52) = 2.92,p < .10', 'f(1, 52) = 12.82,p < .001', 'f(1, 52) = 6.35,p < .05', 'f(2, 815) = 9.43,p < .01', 'f(1, 815) = 18.86,p < .001', 'f(1, 815) = 25.97, p < .01', 'f(1, 815) = 66.96, p < .001', 'f(1, 815) = 4.13, p = .04', 'f(1, 122) = 4.79,p < .05', 'f(1, 122) = 2.28,p = .13', 'f(1, 122) = 4.50,p < .05', 'f(1, 122) = .00, p > .50'];['2', '1', '1', '1', '1', '1', '1', '2', '1', '1', '1', '1', '1', '1', '1', '1', '2', '1', '1', '1', '1', '1', '1', '1', '1'];['879', '450', '450', '450', '879', '879', '879', '1772', '1772', '1172', '1172', '1172', '52', '52', '52', '52', '815', '815', '815', '815', '815', '122', '122', '122', '122'];['3.46', '.00', '.03', '.95', '6.86', '20.41', '5.46', '28.53', '54.78', '52.17', '204.66', '14.73', '.98', '2.92', '12.82', '6.35', '9.43', '18.86', '25.97', '66.96', '4.13', '4.79', '2.28', '4.50', '.00'];['.03', '.90', '.80', '.30', '.01', '.01', '.02', '.01', '.001', '.001', '.001', '.01', '.30', '.10', '.001', '.05', '.01', '.001', '.01', '.001', '.04', '.05', '.13', '.05', '.50'];['t(412) = -1.68,p < .10', 't(412) = -2.10,p = .04', 't(412) = .24,p = .81', 't(412) = -.39, p = .69'];['412', '412', '412', '412'];['1.68', '2.10', '.24', '.39'];['.10', '.04', '.81', '.69'];[' p =.337', ' p = .03', ' p > .80', ' p = .01', ' p < .01', ' p < .001', ' p = .04', ' p > .50', ' p = .69', ' p < .01'];['.337', '.03', '.80', '.01', '.01', '.001', '.04', '.50', '.69', '.01'];['d=', 'g =', 'g ='];['online sample'];[];[];[];['experiment 1', 'experiment 1', 'experiment 1', 'experiment 1', 'experiment 2', 'experiment 2', 'experiment 1', 'experiment 1', 'experiment 1', 'experiment 2', 'experiment 3', 'experiment 3', 'experiment 3', 'experiment 3', 'experiment 3', 'experiment 3', 'experiment 4', 'experiment 3', 'experiment 3', 'experiment 3', 'experiment 4', 'experiment 3', 'experiment 1', 'experiment 4', 'experiment 4'];JMR;15;3;JMR1503\43832363.pdf.txt
[];[];[];[];[];['t(930) = -2.63,p < .01', 't(930) = -123, p > .1', 't(930) = 2.27, p < .05', 't(234) = 2.42,p < .05', 't(234) = -3.72,p < .001', 't(234) = -5.30,p < .001', 't(234) = -2.32,p < .05', 't(234) = -.56,p > .1', 't(234) = 2.42,p < .05', 't(234) = -.32,p > .1', 't(234) = 2.51,p < .05', 't(45) = -3.89,p < .001', 't(45) = -1.70, p = .10', 't(45) = -2.56, p < .05', 't(165) = -2.06,p < .05', 't(165) = 2.02,p < .05', 't(165) = .95, p > .1', 't(165) = 2.31, p < .05', 't(165) = 1.10,p > .1', 't(165) = 2.71, p < .01', 't(165) = -1.62,p > .1', 't(97) = -2.21, p < .05', 't(97) = 2.01, p <.05', 't(97) = 1.92,p = .06'];['930', '930', '930', '234', '234', '234', '234', '234', '234', '234', '234', '45', '45', '45', '165', '165', '165', '165', '165', '165', '165', '97', '97', '97'];['2.63', '123', '2.27', '2.42', '3.72', '5.30', '2.32', '.56', '2.42', '.32', '2.51', '3.89', '1.70', '2.56', '2.06', '2.02', '.95', '2.31', '1.10', '2.71', '1.62', '2.21', '2.01', '1.92'];['.01', '.1', '.05', '.05', '.001', '.001', '.05', '.1', '.05', '.1', '.05', '.001', '.10', '.05', '.05', '.05', '.1', '.05', '.1', '.01', '.1', '.05', '.05', '.06'];[' p =.349', ' p > .1', ' p < .05', ' p < .01', ' p = .05', ' p = .10', ' p < .05', ' p = .05', '(p = .05', ' p < .05', ' p > .1', ' p < .05', ' p < .01', ' p < .05', ' p <.05'];['.349', '.1', '.05', '.01', '.05', '.10', '.05', '.05', '.05', '.05', '.1', '.05', '.01', '.05', '.05'];['d='];[];[];['field study'];['study 2', 'study 1', 'study 2', 'study 1', 'study 2', 'study 1', 'study 2', 'study 3', 'study 3', 'study 1', 'study 3', 'study 4', 'study 3', 'study 4', 'study 4', 'study 3', 'study 2', 'study 1', 'study 1', 'study 1', 'study 2', 'study 3', 'study 4', 'study 4', 'study 4'];[];JMR;15;3;JMR1503\43832364.pdf.txt
[];[];[];[];[];[];[];[];[];[' p =.360', '(p < .001'];['.360', '.001'];['d ='];[];[];['field experiment'];[];[];JMR;15;3;JMR1503\43832365.pdf.txt
[];[];[];[];[];[];[];[];[];[' p =.375', '(p < .10'];['.375', '.10'];['d='];[];[];['field experiment', 'field experiment', 'field experiment', 'field experiment', 'field experiment', 'field experiment', 'field experiment', 'field experiment', 'field experiment', 'field experiment', 'field experiment', 'field experiment'];[];[];JMR;15;3;JMR1503\43832366.pdf.txt
['f(1, 119) = 81.73,p < .001', 'f(1, 119) = 107.04, p < .001', 'f(1, 119) = 80.31, p < .001', 'f(3, 119) = 4.42,p < .05', 'f(1, 119) = 12.66, p < .001', 'f(1, 119) = 4.90,p < .05', 'f(1, 119) = 4.37, p < .05', 'f(1, 252) = 3.74,p = .05', 'f(1, 252) = 4.35,p < .05', 'f(1, 252) = 4.45, p < .05', 'f(1, 252) = 11.52,p = .001', 'f(1, 252) = 3.97,p < .05', 'f(1, 252) = 3.93, p < .05', 'f(1, 252) = 19.07,p < .001', 'f(1, 252) = 46.72,p = .001', 'f(1, 252) = 16.51,p < .001', 'f(1, 252) = 3.62, p<.06', 'f(1, 107) = 6.56, p < .05', 'f(1, 50) = 1.44, p > .23', 'f(1, 50) = 4.70, p < .05', 'f(1, 50) = 4.19,p < .05', 'f(1, 50) = 2.83,p < .10', 'f(1, 106) = 4.83,p < .05', 'f(1, 106) = 4.08,p < .05', 'f(1, 106) = 5.35,p < .05', 'f(1, 106) = 4.23,p < .05', 'f(1, 106) = 9.17, p < .01', 'f(1, 106) = 4.31,p < .05', 'f(1, 209) = 25.00,p < .001', 'f(1, 211) = 6.07,p < .05', 'f(1, 211) = 14.46,p < .001', 'f(1,211) = 9.34, p < .01', 'f(1, 211) = 5.23,p < .05', 'f(1, 211) = 5.67, p < .05', 'f(1, 211)= 1.28, p >.25', 'f(1, 211) = 3.20, p < .10', 'f(1, 211) = 2.15, p > .14'];['1', '1', '1', '3', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1'];['119', '119', '119', '119', '119', '119', '119', '252', '252', '252', '252', '252', '252', '252', '252', '252', '252', '107', '50', '50', '50', '50', '106', '106', '106', '106', '106', '106', '209', '211', '211', '211', '211', '211', '211', '211', '211'];['81.73', '107.04', '80.31', '4.42', '12.66', '4.90', '4.37', '3.74', '4.35', '4.45', '11.52', '3.97', '3.93', '19.07', '46.72', '16.51', '3.62', '6.56', '1.44', '4.70', '4.19', '2.83', '4.83', '4.08', '5.35', '4.23', '9.17', '4.31', '25.00', '6.07', '14.46', '9.34', '5.23', '5.67', '1.28', '3.20', '2.15'];['.001', '.001', '.001', '.05', '.001', '.05', '.05', '.05', '.05', '.05', '.001', '.05', '.05', '.001', '.001', '.001', '.06', '.05', '.23', '.05', '.05', '.10', '.05', '.05', '.05', '.05', '.01', '.05', '.001', '.05', '.001', '.01', '.05', '.05', '.25', '.10', '.14'];[];[];[];[];[' p =.394', ' p < .001', ' p < .001', ' p < .001', ' p = .096', ' p < .05', ' p < .05', ' p < .05', ' p < .05', ' p > .23', ' p < -01', ' p < .05', ' p < .05', ' p < .01', ' p < .001', ' p = .028', ' p < .01', ' p < .05', ' p >.25', ' p < .10', ' p > .14'];['.394', '.001', '.001', '.001', '.096', '.05', '.05', '.05', '.05', '.23', '.05', '.05', '.01', '.001', '.028', '.01', '.05', '.25', '.10', '.14'];['d=', 'd =', 'd =', 'd =', 'd ='];['mturk', 'mturk', 'mturk'];[];[];[];['experiment 2', 'experiment 3', 'experiment 5', 'experiment 1', 'experiment 1', 'experiment 1', 'experiment 1', 'experiment 1', 'experiment 2', 'experiment 2', 'experiment 1', 'experiment 2', 'experiment 2', 'experiment 1', 'experiment 2', 'experiment 2', 'experiment 1', 'experiment 2', 'experiment 3', 'experiment 2', 'experiment 1', 'experiment 2', 'experiment 3', 'experiment 1', 'experiment 2', 'experiment 3', 'experiment 3', 'experiment 3', 'experiment 2', 'experiment 3', 'experiment 4', 'experiment 2', 'experiment 4', 'experiment 1', 'experiment 4', 'experiment 4', 'experiment 4', 'experiment 5', 'experiment 5', 'experiment 5', 'experiment 5', 'experiment 2', 'experiment 5', 'experiment 5', 'experiment 4', 'experiment 5', 'experiment 4', 'experiment 5', 'experiment 3'];JMR;15;3;JMR1503\43832367.pdf.txt
[];[];[];[];[];[];[];[];[];[' p =.407', ' p < .01', ' p < .01', ' p < .01', ' p < .01', ' p < .01', ' p < .01', ' p < .01'];['.407', '.01', '.01', '.01', '.01', '.01', '.01', '.01'];[];[];[];['field experiment'];[];[];JMR;15;3;JMR1503\43832368.pdf.txt
[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];JMR;15;3;JMR1503\43832369.pdf.txt
[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];JMR;15;4;JMR1504\43832370.pdf.txt
[];[];[];[];[];[];[];[];[];[' p =.423'];['.423'];[];[];[];[];[];[];JMR;15;4;JMR1504\43832371.pdf.txt
[];[];[];[];[];[];[];[];[];[' p =.427'];['.427'];['d='];[];[];[];[];[];JMR;15;4;JMR1504\43832372.pdf.txt
[];[];[];[];[];[];[];[];[];[' p =.436', ' p < .001', ' p < .05', ' p < .05', ' p < .01', ' p < .001', ' p < .001', ' p < .01', ' p = .43', ' p < .05', '(p < .011'];['.436', '.001', '.05', '.05', '.01', '.001', '.001', '.01', '.43', '.05', '.011'];['g =', 'g ='];[];[];[];[];[];JMR;15;4;JMR1504\43832373.pdf.txt
[];[];[];[];[];[];[];[];[];[' p =.453', ' p < 10', '(p < 10', '(p < 10', ' p < .05'];['.453', '.05'];['d=', 'd =', 'd =', 'g ='];[];[];[];[];[];JMR;15;4;JMR1504\43832374.pdf.txt
[];[];[];[];[];[];[];[];[];[' p =.467', ' p < .001', ' p < .001', ' p = .25', ' p = .34', ' p = .76', ' p < .001', ' p = .35', '(p < .05', '(p < .05', '(p = .652', '(p < .05', '(p < .05', ' p < .01', ' p = .126', ' p = .473', ' p < .002', ' p < .01'];['.467', '.001', '.001', '.25', '.34', '.76', '.001', '.35', '.05', '.05', '.652', '.05', '.05', '.01', '.126', '.473', '.002', '.01'];['d=', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd ='];[];[];[];[];[];JMR;15;4;JMR1504\43832375.pdf.txt
['f(3, 52) = .60,p = .60', 'f(3, 52) = 1.87,p = .15'];['3', '3'];['52', '52'];['.60', '1.87'];['.60', '.15'];[];[];[];[];[' p =.482', ' p < .05', ' p < .05', ' p < .05', ' p < .01', ' p < .005', '(p < .05', '(p < .05'];['.482', '.05', '.05', '.05', '.01', '.005', '.05', '.05'];['d=', 'd =', 'd =', 'd ='];[];[];[];[];[];JMR;15;4;JMR1504\43832376.pdf.txt
['f(1, 88) = 57.07, p < .001', 'f(1, 84) = 23.55, p < .001', 'f(1, 78) = 44.39, p < .001', 'f(1, 491) = 78.91,p < .001'];['1', '1', '1', '1'];['88', '84', '78', '491'];['57.07', '23.55', '44.39', '78.91'];['.001', '.001', '.001', '.001'];[];[];[];[];[' p =.493', ' p < .005', ' p < .001', ' p < .05', ' p < .001', ' p < .001', ' p = .019', ' p < .001', ' p = .015', ' p = .006'];['.493', '.005', '.001', '.05', '.001', '.001', '.019', '.001', '.015', '.006'];['d =', 'd =', 'd ='];['online sample'];[];[];['study 1', 'study 3', 'study 1', 'study 1', 'study 1', 'study 1', 'study 1', 'study 2', 'study 1', 'study 2', 'study 2', 'study 2', 'study 1', 'study 1', 'study 2', 'study 2', 'study 2', 'study 2', 'study 2', 'study 2', 'study 3', 'study 1', 'study 2', 'study 2', 'study 2', 'study 2', 'study 1', 'study 2', 'study 1', 'study 2', 'study 3', 'study 3', 'study 3', 'study 2', 'study 3', 'study 3', 'study 1', 'study 3', 'study 3', 'study 3'];['experiment 1', 'experiment 1', 'experiment 2', 'experiment 1', 'experiment 1', 'experiment 1'];JMR;15;4;JMR1504\43832377.pdf.txt
[];[];[];[];[];['t(14) = -2.72, p < .05', 't(14) = -3.18, p < .01', 't(14) = 22, p < .001', 't(14) = 5.98, p < .001', 't(14) = 8.17,p < .001', 't(14) = -3.75, p < .01', 't(14) = -.58,p< .57', 't(14) = 2.83,p < .05', 't(14) = 1.84,p = .09', 't(14) = -.84,p = .41', 't(14) = -.12,p = .90'];['14', '14', '14', '14', '14', '14', '14', '14', '14', '14', '14'];['2.72', '3.18', '22', '5.98', '8.17', '3.75', '.58', '2.83', '1.84', '.84', '.12'];['.05', '.01', '.001', '.001', '.001', '.01', '.57', '.05', '.09', '.41', '.90'];[' p =.511', ' p < .001', ' p < .001', ' p < .001', ' p < .05', ' p < .01', ' p < .001', ' p < .001', '(p < .05', ' p < .01', '(p < .01', ' p < .01', ' p < .05', '(p < .01', '(p < .01', '(p < .05', '(p < .1', ' p = .33', ' p < .01', '(p < .01', '(p < .01', ' p > .05', ' p < .05', ' p > .05', '(p < .01', '(p < .01', '(p < .01'];['.511', '.001', '.001', '.001', '.05', '.01', '.001', '.001', '.05', '.01', '.01', '.01', '.05', '.01', '.01', '.05', '.1', '.33', '.01', '.01', '.01', '.05', '.05', '.05', '.01', '.01', '.01'];['d =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd ='];[];[];['field experiment'];['study 59', 'study 65'];[];JMR;15;4;JMR1504\43832378.pdf.txt
[];[];[];[];[];[];[];[];[];[' p =.530', ' p < 10', ' p < .0001', ' p < .001', ' p = .01', ' p < .001', ' p = .01', ' p = .02'];['.530', '.0001', '.001', '.01', '.001', '.01', '.02'];['d=', 'g =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd =', 'd ='];[];[];[];[];[];JMR;15;4;JMR1504\43832379.pdf.txt
['f(1, 28) = 157.68,p < .001', 'f(1, 28) = .31,p = .57', 'f(1, 28) = .74, p = .39', 'f(1, 39) = 9.09, p = .004', 'f(2, 78) = 17.70,p < .001', 'f(1, 39) = 6.03, p = .019', 'f(2, 78) = 14.17,p < .001', 'f(2, 78) = 9.67,p < .001', 'f(1, 39) = 13.58,p = .001', 'f(1, 39) = 2.55,p = .118', 'f(2, 78) = 3.37,p < .040'];['1', '1', '1', '1', '2', '1', '2', '2', '1', '1', '2'];['28', '28', '28', '39', '78', '39', '78', '78', '39', '39', '78'];['157.68', '.31', '.74', '9.09', '17.70', '6.03', '14.17', '9.67', '13.58', '2.55', '3.37'];['.001', '.57', '.39', '.004', '.001', '.019', '.001', '.001', '.001', '.118', '.040'];['t(58) = 13.57,p < .001', 't(39) = 5.18,p < .001', 't(39) = 4.61,p < .001', 't(39) = 6.16,p < .001', 't(39) = 4.67, p < .001', 't(39) = 2.24,p = .031', 't(39) = -2.02,p = .05'];['58', '39', '39', '39', '39', '39', '39'];['13.57', '5.18', '4.61', '6.16', '4.67', '2.24', '2.02'];['.001', '.001', '.001', '.001', '.001', '.031', '.05'];[' p =.546', ' p = .39', ' p = .004', ' p = .885', '(p = .641', ' p = .019', ' p = .916', '(p = .07', ' p = .976', ' p < .001', ' p = .992', ' p = .013', ' p = .001', ' p = .001', ' p = .341', ' p = .374', ' p = .927'];['.546', '.39', '.004', '.885', '.641', '.019', '.916', '.07', '.976', '.001', '.992', '.013', '.001', '.001', '.341', '.374', '.927'];['d=', 'd =', 'd =', 'd =', 'd =', 'd =', 'd='];[];[];[];[];[];JMR;15;4;JMR1504\43832380.pdf.txt
['f(3, 62) = 60.93,p < .001', 'f(1, 64) = 178.07,p < .001', 'f(1, 64) = 102.82,p < 18', 'f(3, 103) = 32.41,p < .001', 'f(1, 105) = 85.14,p < .001', 'f(1, 105) = 28.91,p < .001'];['3', '1', '1', '3', '1', '1'];['62', '64', '64', '103', '105', '105'];['60.93', '178.07', '102.82', '32.41', '85.14', '28.91'];['.001', '.001', ' 18', '.001', '.001', '.001'];['t(63) = 2.09,p = .041', 't(62) = 2.25, p = .028'];['63', '62'];['2.09', '2.25'];['.041', '.028'];[' p =.559', ' p = .291', ' p = .001', ' p < .00', ' p = .001', ' p = .001', ' p = .001', ' p = .001', ' p = .001', ' p = .001', ' p = .028', '(p > .05', ' p = .001', ' p = .001', ' p = .028'];['.559', '.291', '.001', '.00', '.001', '.001', '.001', '.001', '.001', '.001', '.028', '.05', '.001', '.001', '.028'];['d=', 'd =', 'd =', 'd =', 'd ='];[];[];[];[];[];JMR;15;4;JMR1504\43832381.pdf.txt
[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];JMR;15;4;JMR1504\43832382.pdf.txt
[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];JMR;15;5;JMR1505\43832383.pdf.txt
[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];JMR;15;5;JMR1505\43832384.pdf.txt
[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];JMR;15;5;JMR1505\43832385.pdf.txt
[];[];[];[];[];[];[];[];[];[' p =.577', ' p < .05'];['.577', '.05'];[];[];[];[];[];[];JMR;15;5;JMR1505\43832386.pdf.txt
[];[];[];[];[];[];[];[];[];[' p =.580', '(p < .01'];['.580', '.01'];[];[];[];[];[];[];JMR;15;5;JMR1505\43832387.pdf.txt
[];[];[];[];[];[];[];[];[];[' p =.593', ' p g ^8888883', ' p o 0'];['.593'];['d='];[];[];['field experiment'];[];[];JMR;15;5;JMR1505\43832388.pdf.txt
['f(1, 184) < .01, n.s.', 'f(1, 184) = .08, n.s.', 'f(1, 184) = .65, n.s.'];['1', '1', '1'];['184', '184', '184'];['.01', '.08', '.65'];['n.s.', 'n.s.', 'n.s.'];['t(66) = 2.04, p < .05'];['66'];['2.04'];['.05'];[' p =.616', ' p < .05', ' p < .05', ' p < .05', ' p < .01', ' p < .05', ' p < .001', ' p < .05', ' p < .01', ' p < .05', ' p < .01', ' p = .001', ' p < .05'];['.616', '.05', '.05', '.05', '.01', '.05', '.001', '.05', '.01', '.05', '.01', '.001', '.05'];['d ='];[];[];['field experiment', 'field experiment'];['study 1', 'study 1', 'study 1', 'study 1', 'study 2', 'study 2', 'study 3', 'study 3', 'study 3', 'study 2', 'study 4', 'study 4', 'study 4', 'study 4', 'study 5', 'study 5', 'study 5', 'study 5', 'study 5', 'study 6', 'study 6', 'study 6', 'study 6', 'study 7', 'study 7', 'study 2', 'study 7', 'study 1', 'study 2', 'study 3', 'study 4', 'study 5', 'study 6', 'study 7', 'study 113061', 'study 240039', 'study 39164', 'study 426958', 'study 518862', 'study 680070', 'study 7', 'study 5'];[];JMR;15;5;JMR1505\43832389.pdf.txt
